399.978,-100.97
399.981,-98.69
399.983,-100.4
399.986,-96.79
399.988,-96.67
399.991,-95.69
399.993,-97.06
399.996,-95.32
399.998,-98.76
400.001,-96.98
400.003,-97.19
400.006,-102.81
400.008,-100.22
400.011,-100.56
400.013,-105.05
400.016,-103.11
400.018,-101.02
400.021,-113.06
400.023,-100.36
400.026,-104.78
400.028,-107.42
400.031,-122.05
400.033,-103.97
400.036,-116.06
400.038,-116.6
400.041,-110.77
400.043,-109.29
400.046,-107.71
400.048,-111.9
400.051,-116.28
400.053,-108.45
400.056,-114.8
400.058,-105.27
400.061,-112.1
400.063,-105.5
400.066,-111.17
400.068,-107.1
400.071,-106.62
400.073,-108.48
400.076,-113.62
400.078,-108.87
400.081,-110.25
400.083,-116.12
400.086,-106.71
400.088,-108.95
400.091,-105.99
400.093,-107.89
400.096,-105.99
400.098,-106.81
400.101,-119.25
400.103,-105.88
400.106,-112.57
400.108,-108.72
400.111,-117.06
400.113,-105.85
400.116,-116.88
400.118,-114.07
400.121,-106.43
400.123,-108.2
400.126,-108.98
400.128,-100.45
400.131,-100.32
400.133,-103.88
400.136,-101.62
400.138,-103.69
400.141,-103.75
400.143,-108.25
400.146,-110.8
400.148,-111.08
400.151,-112.74
400.153,-110.39
400.156,-112.82
400.158,-107.36
400.161,-107.16
400.163,-101.87
400.166,-107.77
400.168,-110.08
400.171,-101.17
400.173,-117.29
400.176,-103.6
400.178,-122.99
400.181,-108.57
400.183,-106.26
400.186,-102.7
400.188,-102.88
400.191,-100.44
400.193,-100.1
400.196,-99.26
400.198,-96.6
400.201,-97.8
400.203,-97.02
400.206,-96.28
400.208,-93.97
400.211,-93.16
400.213,-94.28
400.216,-93.27000000000001
400.218,-94.56
400.221,-94.6
400.223,-92.50999999999999
400.226,-93.56
400.228,-92.19
400.231,-94.54
400.233,-91.72999999999999
400.236,-92.85
400.238,-91.33
400.241,-91.68
400.243,-96.16
400.246,-95.62
400.248,-100.03
400.251,-104.87
400.253,-100.78
400.256,-113.0
400.258,-107.29
400.261,-97.28
400.263,-97.7
400.266,-96.23
400.268,-97.86
400.271,-95.49
400.273,-98.77
400.276,-95.62
400.278,-105.39
400.281,-100.89
400.283,-107.13
400.286,-108.86
400.288,-114.57
400.291,-107.94
400.293,-104.75
400.296,-106.18
400.298,-119.65
400.301,-102.18
400.303,-120.48
400.306,-117.68
400.308,-101.5
400.311,-104.59
400.313,-98.18
400.316,-110.31
400.318,-104.03
400.321,-109.99
400.323,-104.86
400.326,-106.77
400.328,-104.21
400.331,-111.79
400.333,-102.51
400.336,-110.33
400.338,-105.2
400.341,-102.84
400.343,-121.46
400.346,-105.64
400.348,-97.12
400.351,-102.54
400.353,-99.86
400.356,-100.5
400.358,-100.56
400.361,-107.06
400.363,-100.61
400.366,-104.54
400.368,-99.76
400.371,-97.42
400.373,-97.94
400.376,-98.69
400.378,-98.78
400.381,-97.2
400.383,-98.99
400.386,-105.34
400.388,-103.42
400.391,-99.24
400.393,-104.47
400.396,-100.3
400.398,-103.97
400.401,-102.82
400.403,-97.4
400.406,-96.98
400.408,-98.88
400.411,-95.97
400.413,-96.48
400.416,-96.09
400.418,-103.07
400.421,-100.12
400.423,-102.36
400.426,-106.29
400.428,-105.91
400.431,-104.81
400.433,-97.35
400.436,-104.02
400.438,-97.88
400.441,-102.01
400.443,-102.13
400.446,-102.48
400.448,-107.67
400.451,-98.93
400.453,-105.18
400.456,-101.04
400.458,-108.15
400.461,-102.11
400.463,-105.84
400.466,-105.01
400.468,-105.07
400.471,-103.13
400.473,-120.38
400.476,-101.78
400.478,-105.16
400.480,-101.3
400.483,-108.46
400.485,-98.09
400.488,-102.69
400.490,-120.54
400.493,-117.24
400.495,-103.76
400.498,-105.49
400.500,-104.31
400.503,-102.12
400.505,-109.35
400.508,-110.39
400.510,-106.09
400.513,-111.59
400.515,-114.73
400.518,-104.19
400.520,-106.63
400.523,-103.73
400.525,-109.75
400.528,-111.71
400.530,-105.27
400.533,-100.92
400.535,-107.84
400.538,-107.82
400.540,-99.3
400.543,-106.26
400.545,-109.22
400.548,-100.64
400.550,-103.97
400.553,-103.27
400.555,-101.35
400.558,-109.99
400.560,-108.76
400.563,-106.07
400.565,-108.51
400.568,-104.06
400.570,-99.17
400.573,-103.48
400.575,-100.3
400.578,-111.87
400.580,-99.65
400.583,-103.27
400.585,-99.81
400.588,-107.86
400.590,-107.25
400.593,-101.2
400.595,-107.43
400.598,-100.0
400.600,-100.29
400.603,-104.48
400.605,-99.73
400.608,-100.91
400.610,-100.07
400.613,-102.87
400.615,-109.08
400.618,-100.77
400.620,-99.77
400.623,-102.62
400.625,-97.17
400.628,-99.14
400.630,-101.74
400.633,-102.22
400.635,-105.6
400.638,-96.21
400.640,-98.95
400.643,-94.54
400.645,-98.13
400.648,-96.9
400.650,-99.8
400.653,-101.35
400.655,-97.51
400.658,-94.65
400.660,-97.39
400.663,-93.58
400.665,-96.24
400.668,-100.87
400.670,-94.11
400.673,-94.45
400.675,-94.49
400.678,-92.61
400.680,-93.19
400.683,-91.13
400.685,-97.06
400.688,-96.24
400.690,-92.21000000000001
400.693,-90.52000000000001
400.695,-88.93
400.698,-86.97999999999999
400.700,-85.18
400.703,-85.62
400.705,-88.66
400.708,-88.31
400.710,-83.97999999999999
400.713,-80.00999999999999
400.715,-78.22999999999999
400.718,-76.45
400.720,-76.11
400.723,-75.22
400.725,-75.28
400.728,-74.53
400.730,-73.77000000000001
400.733,-73.35
400.735,-73.47
400.738,-74.3
400.740,-76.00999999999999
400.743,-77.43
400.745,-79.32
400.748,-82.66
400.750,-87.88
400.753,-91.24000000000001
400.755,-89.89
400.758,-87.91
400.760,-87.34
400.763,-86.28999999999999
400.765,-87.12
400.768,-87.67
400.770,-87.97
400.773,-90.55
400.775,-90.02000000000001
400.778,-90.32
400.780,-93.72999999999999
400.783,-89.97
400.785,-91.95
400.788,-91.47999999999999
400.790,-89.82
400.793,-89.11
400.795,-91.3
400.798,-92.33
400.800,-94.91
400.803,-99.34
400.805,-116.6
400.808,-105.16
400.810,-97.37
400.813,-94.51
400.815,-91.72999999999999
400.818,-90.6
400.820,-93.43
400.823,-96.25
400.825,-101.74
400.828,-97.81
400.830,-108.24
400.833,-95.7
400.835,-93.92
400.838,-96.47
400.840,-92.49000000000001
400.843,-94.34
400.845,-92.75999999999999
400.848,-95.26
400.850,-95.52
400.853,-99.35
400.855,-99.15
400.858,-104.18
400.860,-104.15
400.863,-104.11
400.865,-98.92
400.868,-101.92
400.870,-96.88
400.873,-95.98
400.875,-104.45
400.878,-100.33
400.880,-100.21
400.883,-101.34
400.885,-100.88
400.888,-98.92
400.890,-97.95
400.893,-105.92
400.895,-101.83
400.898,-98.55
400.900,-97.76
400.903,-101.18
400.905,-94.7
400.908,-95.06
400.910,-107.86
400.913,-97.71
400.915,-95.45
400.918,-98.62
400.920,-99.46
400.923,-94.94
400.925,-108.85
400.928,-98.71
400.930,-100.98
400.933,-104.74
400.935,-97.43
400.938,-104.21
400.940,-97.74
400.943,-98.65
400.945,-101.38
400.948,-99.5
400.950,-107.05
400.953,-98.43
400.955,-110.83
400.958,-98.76
400.960,-99.37
400.963,-101.75
400.965,-99.24
400.968,-101.59
400.970,-100.39
400.973,-122.73
400.975,-97.16
400.978,-113.02
400.980,-100.42
400.983,-97.04
400.985,-100.34
400.988,-100.21
400.990,-103.72
400.993,-100.63
400.995,-101.37
400.998,-101.12
401.000,-102.12
401.003,-102.83
401.005,-99.83
401.008,-107.41
401.010,-97.17
401.013,-101.26
401.015,-103.07
401.018,-100.55
401.020,-100.71
401.023,-103.98
401.025,-100.41
401.028,-102.38
401.030,-99.06
401.033,-99.86
401.035,-112.87
401.038,-99.15
401.040,-106.41
401.043,-103.42
401.045,-98.04
401.048,-101.31
401.050,-101.9
401.053,-100.4
401.055,-102.5
401.058,-102.57
401.060,-97.34
401.063,-103.27
401.065,-98.7
401.068,-103.09
401.070,-100.85
401.073,-104.07
401.075,-104.46
401.078,-101.82
401.080,-109.44
401.083,-97.46
401.085,-100.54
401.088,-101.35
401.090,-99.2
401.093,-106.01
401.095,-98.29
401.098,-101.29
401.100,-100.5
401.103,-101.05
401.105,-101.76
401.108,-100.48
401.110,-101.01
401.113,-104.76
401.115,-104.19
401.118,-102.48
401.120,-100.93
401.123,-97.23
401.125,-104.31
401.128,-103.34
401.130,-98.94
401.133,-100.34
401.135,-99.97
401.138,-98.2
401.140,-100.77
401.143,-101.27
401.145,-98.23
401.148,-106.2
401.150,-101.27
401.153,-101.57
401.155,-99.52
401.158,-99.64
401.160,-96.84
401.163,-98.12
401.165,-101.78
401.168,-97.95
401.170,-112.93
401.173,-100.58
401.175,-105.34
401.178,-99.78
401.180,-96.75
401.183,-98.07
401.185,-94.79
401.188,-98.04
401.190,-95.99
401.193,-102.11
401.195,-103.12
401.198,-102.61
401.200,-107.53
401.203,-98.93
401.205,-102.19
401.208,-96.94
401.210,-97.39
401.213,-97.43
401.215,-97.85
401.218,-96.84
401.220,-98.23
401.223,-100.47
401.225,-96.9
401.228,-99.84
401.230,-99.9
401.233,-96.58
401.235,-98.17
401.238,-94.96
401.240,-95.33
401.243,-92.59
401.245,-95.18
401.248,-98.49
401.250,-100.21
401.253,-99.19
401.255,-107.93
401.258,-99.57
401.260,-97.2
401.263,-93.77000000000001
401.265,-92.5
401.268,-99.75
401.270,-98.79
401.273,-99.67
401.275,-99.19
401.278,-94.8
401.280,-91.42
401.283,-92.97999999999999
401.285,-91.43
401.288,-90.77000000000001
401.290,-90.42
401.293,-89.03
401.295,-91.68
401.298,-89.82
401.300,-89.97999999999999
401.303,-85.72999999999999
401.305,-83.37
401.308,-80.89
401.310,-79.13
401.313,-77.78999999999999
401.315,-76.7
